context_uid,page,context_index,context
87_3,87,3,"Abdominal Aortic Zones of Injury for Surgical Approaches and Abdominal Zones of Injury Based on Trauma 
Classification. (A) The abdominal aortic zones of injury described by Shalhub et al.1 (B) The abdominal zones of injury traditionally described in trauma. The 
abdominal aortic zones of injury may help in prognostication and deciding whether an endovascular or open repair is feasible. Shalhub et al1 
found that the mortality rate was highest in zone 2 (see panel A) grade 4 aortic injuries (Table 33). Moreover, no zone 2 aortic injuries identified 
in a multicenter experience were managed by endovascular means. Panel A, adapted from Shalhub et al.1 Copyright 2014, with permission from 
Wolters Kluwer Health, Inc."
88_0,88,0,"CLINICAL STATEMENTS  
AND GUIDELINESSystem clinical practice guidelines, REBOA is con-
traindicated in those with pericardial tamponade 
and major thoracic hemorrhage. Relative contrain-
dications to REBOA use include cardiac arrest or 
shock caused by penetrating chest trauma. Long-Term Management and Surveillance 
After Blunt Traumatic Aortic Injury (BTAI)Recommendations for Long-Term Management and Surveillance After 
BTAI
COR LOE Recommendations
2a C-LD1. In patients with BTAI who have undergone 
aortic repair, surveillance imaging at intervals 
appropriate for the repair approach and loca-
tion (see Section 7 .8, “Long-Term Manage-
ment and Surveillance Imaging Following 
AAS”) is reasonable.1-4
2b C-LD2. In patients with BTAI who have not undergone 
repair, surveillance imaging with a CT at 1 
month, 6 months, and 12 months after the 
diagnosis and, if stable, at appropriate inter-
vals thereafter (depending on the type and 
extent of the injury), may be  reasonable.5
Synopsis
In-hospital and midterm outcomes after open and endo-
vascular repair for BTAI are good for patients who sur-
vive to hospital discharge.2-4 However, long-term data are 
limited that report outcomes after open or endovascu-
lar surgical repair for blunt aortic injury. The SVS clini-
cal practice guidelines for traumatic thoracic aortic injury 
suggest that follow-up after TEVAR could be decreased 
to every 2 to 5 years in the absence of abnormalities on 
follow-up imaging (ie, stent graft migration, endoleak) or 
could follow-up standard postoperative imaging surveil-
lance paradigms.6 No published guidelines are available 
for postoperative surveillance after open or endovascular 
abdominal aortic repair for blunt aortic injury."
88_1,88,1,"In patients with BTAI who have undergone 
aortic repair, surveillance imaging at intervals 
appropriate for the repair approach and loca-
tion (see Section 7 .8, “Long-Term Manage-
ment and Surveillance Imaging Following 
AAS”) is reasonable.1-4
2b C-LD2. In patients with BTAI who have not undergone 
repair, surveillance imaging with a CT at 1 
month, 6 months, and 12 months after the 
diagnosis and, if stable, at appropriate inter-
vals thereafter (depending on the type and 
extent of the injury), may be  reasonable.5
Synopsis
In-hospital and midterm outcomes after open and endo-
vascular repair for BTAI are good for patients who sur-
vive to hospital discharge.2-4 However, long-term data are 
limited that report outcomes after open or endovascu-
lar surgical repair for blunt aortic injury. The SVS clini-
cal practice guidelines for traumatic thoracic aortic injury 
suggest that follow-up after TEVAR could be decreased 
to every 2 to 5 years in the absence of abnormalities on 
follow-up imaging (ie, stent graft migration, endoleak) or 
could follow-up standard postoperative imaging surveil-
lance paradigms.6 No published guidelines are available 
for postoperative surveillance after open or endovascular 
abdominal aortic repair for blunt aortic injury. Long-term data about outcomes of blunt aortic inju-
ries managed nonoperatively are limited."
88_2,88,2,"In patients with BTAI who have not undergone 
repair, surveillance imaging with a CT at 1 
month, 6 months, and 12 months after the 
diagnosis and, if stable, at appropriate inter-
vals thereafter (depending on the type and 
extent of the injury), may be  reasonable.5
Synopsis
In-hospital and midterm outcomes after open and endo-
vascular repair for BTAI are good for patients who sur-
vive to hospital discharge.2-4 However, long-term data are 
limited that report outcomes after open or endovascu-
lar surgical repair for blunt aortic injury. The SVS clini-
cal practice guidelines for traumatic thoracic aortic injury 
suggest that follow-up after TEVAR could be decreased 
to every 2 to 5 years in the absence of abnormalities on 
follow-up imaging (ie, stent graft migration, endoleak) or 
could follow-up standard postoperative imaging surveil-
lance paradigms.6 No published guidelines are available 
for postoperative surveillance after open or endovascular 
abdominal aortic repair for blunt aortic injury. Long-term data about outcomes of blunt aortic inju-
ries managed nonoperatively are limited. A recent sys-
temic review of nonoperative management of blunt 
thoracic aortic injuries showed low aortic-related event 
rates but injury progression in 7 .6% of patients on sur-
veillance imaging (follow-up, 1 day to 118 months).5 In 
published series of blunt aortic injury, patients with dis-
ease progression on repeat imaging all undergo repair.4,5
Recommendation-Specific Supportive Text
1."
88_3,88,3,"The SVS clini-
cal practice guidelines for traumatic thoracic aortic injury 
suggest that follow-up after TEVAR could be decreased 
to every 2 to 5 years in the absence of abnormalities on 
follow-up imaging (ie, stent graft migration, endoleak) or 
could follow-up standard postoperative imaging surveil-
lance paradigms.6 No published guidelines are available 
for postoperative surveillance after open or endovascular 
abdominal aortic repair for blunt aortic injury. Long-term data about outcomes of blunt aortic inju-
ries managed nonoperatively are limited. A recent sys-
temic review of nonoperative management of blunt 
thoracic aortic injuries showed low aortic-related event 
rates but injury progression in 7 .6% of patients on sur-
veillance imaging (follow-up, 1 day to 118 months).5 In 
published series of blunt aortic injury, patients with dis-
ease progression on repeat imaging all undergo repair.4,5
Recommendation-Specific Supportive Text
1. In-hospital data suggest that endograft malposi-
tion (3%) and endoleak (2%) may occur in some 
patients immediately after endovascular repair,1 but 
midterm data after open or endovascular repair of 
BTAIs suggest a low incidence of endoleak, stent 
migration, or reintervention after a mean of 52 to 
60 months.2-4 Long-term data for outcomes of 
open or endovascular repair of BTAI are lacking.2."
88_4,88,4,"Long-term data about outcomes of blunt aortic inju-
ries managed nonoperatively are limited. A recent sys-
temic review of nonoperative management of blunt 
thoracic aortic injuries showed low aortic-related event 
rates but injury progression in 7 .6% of patients on sur-
veillance imaging (follow-up, 1 day to 118 months).5 In 
published series of blunt aortic injury, patients with dis-
ease progression on repeat imaging all undergo repair.4,5
Recommendation-Specific Supportive Text
1. In-hospital data suggest that endograft malposi-
tion (3%) and endoleak (2%) may occur in some 
patients immediately after endovascular repair,1 but 
midterm data after open or endovascular repair of 
BTAIs suggest a low incidence of endoleak, stent 
migration, or reintervention after a mean of 52 to 
60 months.2-4 Long-term data for outcomes of 
open or endovascular repair of BTAI are lacking.2. Among patients with blunt traumatic injury who 
are managed nonoperatively, injury progression 
occurred in 7 .6% of patients, and injury healing 
or improvement was observed in 34% of patients 
after a range of 1 day to 118 months of follow-
up.5 Injury progression, intervention, or both occur 
in 0.68% of patients with grade 1 to 2 BTAI.5 Long-
term data for outcomes of blunt aortic injuries 
managed nonoperatively are lacking. Long-Term Surveillance Imaging After Aortic 
Dissection and IMHRecommendations for Long-Term Surveillance Imaging After Aortic 
Dissection and IMH
Referenced studies that support the recommendations are 
summarized in the Online Data Supplement."
88_5,88,5,"In-hospital data suggest that endograft malposi-
tion (3%) and endoleak (2%) may occur in some 
patients immediately after endovascular repair,1 but 
midterm data after open or endovascular repair of 
BTAIs suggest a low incidence of endoleak, stent 
migration, or reintervention after a mean of 52 to 
60 months.2-4 Long-term data for outcomes of 
open or endovascular repair of BTAI are lacking.2. Among patients with blunt traumatic injury who 
are managed nonoperatively, injury progression 
occurred in 7 .6% of patients, and injury healing 
or improvement was observed in 34% of patients 
after a range of 1 day to 118 months of follow-
up.5 Injury progression, intervention, or both occur 
in 0.68% of patients with grade 1 to 2 BTAI.5 Long-
term data for outcomes of blunt aortic injuries 
managed nonoperatively are lacking. Long-Term Surveillance Imaging After Aortic 
Dissection and IMHRecommendations for Long-Term Surveillance Imaging After Aortic 
Dissection and IMH
Referenced studies that support the recommendations are 
summarized in the Online Data Supplement. In patients who have had an acute aortic dis-
section and IMH treated with either open or 
endovascular aortic repair and have residual 
aortic disease, surveillance imaging with a 
CT (or MRI) is recommended after 1 month, 
6 months, and 12 months and then, if stable, 
annually thereafter.1-6
1 B-NR2."
88_6,88,6,"Among patients with blunt traumatic injury who 
are managed nonoperatively, injury progression 
occurred in 7 .6% of patients, and injury healing 
or improvement was observed in 34% of patients 
after a range of 1 day to 118 months of follow-
up.5 Injury progression, intervention, or both occur 
in 0.68% of patients with grade 1 to 2 BTAI.5 Long-
term data for outcomes of blunt aortic injuries 
managed nonoperatively are lacking. Long-Term Surveillance Imaging After Aortic 
Dissection and IMHRecommendations for Long-Term Surveillance Imaging After Aortic 
Dissection and IMH
Referenced studies that support the recommendations are 
summarized in the Online Data Supplement. In patients who have had an acute aortic dis-
section and IMH treated with either open or 
endovascular aortic repair and have residual 
aortic disease, surveillance imaging with a 
CT (or MRI) is recommended after 1 month, 
6 months, and 12 months and then, if stable, 
annually thereafter.1-6
1 B-NR2. In patients who have had an acute aortic dis-
section and IMH that was managed with medi-
cal therapy alone, surveillance imaging with a 
CT (or MRI) is recommended after 1 month, 
6 months, and 12 months and then, if stable, 
annually thereafter.7
Synopsis
Survival after an acute aortic dissection and IMH does 
not guarantee freedom from subsequent aortic events 
because of residual aortic dissection and risk of aneu-
rysm formation."
88_7,88,7,"Long-Term Surveillance Imaging After Aortic 
Dissection and IMHRecommendations for Long-Term Surveillance Imaging After Aortic 
Dissection and IMH
Referenced studies that support the recommendations are 
summarized in the Online Data Supplement. In patients who have had an acute aortic dis-
section and IMH treated with either open or 
endovascular aortic repair and have residual 
aortic disease, surveillance imaging with a 
CT (or MRI) is recommended after 1 month, 
6 months, and 12 months and then, if stable, 
annually thereafter.1-6
1 B-NR2. In patients who have had an acute aortic dis-
section and IMH that was managed with medi-
cal therapy alone, surveillance imaging with a 
CT (or MRI) is recommended after 1 month, 
6 months, and 12 months and then, if stable, 
annually thereafter.7
Synopsis
Survival after an acute aortic dissection and IMH does 
not guarantee freedom from subsequent aortic events 
because of residual aortic dissection and risk of aneu-
rysm formation. Ten-year survival after repair of acute 
type A aortic dissection is approximately 60% to 65%.1,8 
Risk of reoperation is increased for the aortic valve, the 
aortic root, and the distal aorta,1,8,9 with an aortic root 
reoperation rate of approximately 15% at 15 years.9,10 
The growth rate of the distal aorta is ∼1 mm/y, and the 
risk of distal aortic reoperation ranges from 10% to 16% 
at 10 years.1,8,9 Although the use of TEVAR provides pro-
tection from early aortic-related death11 in acute type B 
aortic dissection, reintervention rates after TEVAR for 
can range from 27% to 39% at midterm follow-up.11,12 
Surveillance imaging after thoracic aneurysm repair is 
critical to monitor for progression of residual aortic dis-
ease and the potential need for reintervention."
88_8,88,8,"In patients who have had an acute aortic dis-
section and IMH treated with either open or 
endovascular aortic repair and have residual 
aortic disease, surveillance imaging with a 
CT (or MRI) is recommended after 1 month, 
6 months, and 12 months and then, if stable, 
annually thereafter.1-6
1 B-NR2. In patients who have had an acute aortic dis-
section and IMH that was managed with medi-
cal therapy alone, surveillance imaging with a 
CT (or MRI) is recommended after 1 month, 
6 months, and 12 months and then, if stable, 
annually thereafter.7
Synopsis
Survival after an acute aortic dissection and IMH does 
not guarantee freedom from subsequent aortic events 
because of residual aortic dissection and risk of aneu-
rysm formation. Ten-year survival after repair of acute 
type A aortic dissection is approximately 60% to 65%.1,8 
Risk of reoperation is increased for the aortic valve, the 
aortic root, and the distal aorta,1,8,9 with an aortic root 
reoperation rate of approximately 15% at 15 years.9,10 
The growth rate of the distal aorta is ∼1 mm/y, and the 
risk of distal aortic reoperation ranges from 10% to 16% 
at 10 years.1,8,9 Although the use of TEVAR provides pro-
tection from early aortic-related death11 in acute type B 
aortic dissection, reintervention rates after TEVAR for 
can range from 27% to 39% at midterm follow-up.11,12 
Surveillance imaging after thoracic aneurysm repair is 
critical to monitor for progression of residual aortic dis-
ease and the potential need for reintervention. Although patients with uncomplicated type B aor-
tic dissection who are managed medically have a"
89_0,89,0,"CLINICAL STATEMENTS  
AND GUIDELINESfavorable early prognosis, delayed aortic expansion 
occurs in 20% to 50% of patients over 4 years,7 so 
regular surveillance imaging is essential to detect 
midterm and late aortic growth.7
2. After surgical replacement of the ascending tho-
racic aorta in acute type A aortic dissection, patients 
remain at risk for progressive enlargement of unre-
paired segments of residual dissected aorta, as well 
as potential growth of nondissected native aortic 
segments because of underlying medial degenera-
tion. Consequently, repeat intervention on the aortic 
root, arch, or thoracoabdominal aorta may become 
necessary. For acute type B aortic dissection,1,2 
TEVAR may leave a patent false lumen, which can 
lead to aneurysm growth, and can be complicated 
by early endoleaks in up to 35% of patients and 
late endoleaks in 13% of patients.5 Careful follow-
up is needed to monitor for progression of disease 
in both dissected and nondissected aorta. In addi-
tion to using cross-sectional imaging for most of 
the aorta, TTE can be helpful in monitoring aortic 
root anatomy and aortic valve function over time. Long-Term Management After Acute Aortic 
Dissection and IMHRecommendation for Long-Term Management After Acute Aortic 
Dissection and IMH
Referenced studies that support the recommendation are summarized 
in the Online Data Supplement."
89_1,89,1,"For acute type B aortic dissection,1,2 
TEVAR may leave a patent false lumen, which can 
lead to aneurysm growth, and can be complicated 
by early endoleaks in up to 35% of patients and 
late endoleaks in 13% of patients.5 Careful follow-
up is needed to monitor for progression of disease 
in both dissected and nondissected aorta. In addi-
tion to using cross-sectional imaging for most of 
the aorta, TTE can be helpful in monitoring aortic 
root anatomy and aortic valve function over time. Long-Term Management After Acute Aortic 
Dissection and IMHRecommendation for Long-Term Management After Acute Aortic 
Dissection and IMH
Referenced studies that support the recommendation are summarized 
in the Online Data Supplement. In patients with a previous acute aortic 
dissection and IMH, whether initially 
treated medically or with intervention, 
who have chronic residual TAD and an 
aneurysm with a total aortic diameter of 
≥5.5 cm, elective thoracic aortic repair is 
 recommended.1-4
Synopsis
Despite the outcomes reported for surgical repair of 
acute aortic dissection and IMH, a risk of ongoing growth 
is possible in the residually dissected as well as nondis-
sected thoracic aortic segments. When surveillance imag-
ing detects progression of residual aortic disease after 
successful treatment of acute aortic dissection and IMH, 
there may be a potential need for aortic reintervention. Reoperation after acute type A aortic dissection 
repair is associated with low rates of complication."
89_2,89,2,"In patients with a previous acute aortic 
dissection and IMH, whether initially 
treated medically or with intervention, 
who have chronic residual TAD and an 
aneurysm with a total aortic diameter of 
≥5.5 cm, elective thoracic aortic repair is 
 recommended.1-4
Synopsis
Despite the outcomes reported for surgical repair of 
acute aortic dissection and IMH, a risk of ongoing growth 
is possible in the residually dissected as well as nondis-
sected thoracic aortic segments. When surveillance imag-
ing detects progression of residual aortic disease after 
successful treatment of acute aortic dissection and IMH, 
there may be a potential need for aortic reintervention. Reoperation after acute type A aortic dissection 
repair is associated with low rates of complication. The primary indications for reoperation are aneu-
rysms of the thoracic aorta, aortic anastomotic 
pseudoaneurysms, progressive AR, or graft infec-
tion.1 Operative mortality rate of elective repair is 
<10%.1-4 After TEAVR, false-lumen thrombosis can 
occur in 62% of extent 3B dissection and 91% of extent 3A dissection cases. Reintervention rates 
after TEVAR range from 15% to 26% at 5 years and 
are dependent on the extent of aortic dissection.4
7.8.3. Long-Term Management and Surveillance for 
PAUsRecommendations for Long-Term Management and Surveillance for 
PAUs
COR LOE Recommendations
2a C-LD1. In patients with a PAU who have under-
gone aortic repair, surveillance imaging 
at intervals appropriate for the repair 
approach and location (see Section 6.5.6, 
“Surveillance After Aneurysm Repair”) is 
reasonable.1-3
2a C-LD2."
89_3,89,3,"Reintervention rates 
after TEVAR range from 15% to 26% at 5 years and 
are dependent on the extent of aortic dissection.4
7.8.3. Long-Term Management and Surveillance for 
PAUsRecommendations for Long-Term Management and Surveillance for 
PAUs
COR LOE Recommendations
2a C-LD1. In patients with a PAU who have under-
gone aortic repair, surveillance imaging 
at intervals appropriate for the repair 
approach and location (see Section 6.5.6, 
“Surveillance After Aneurysm Repair”) is 
reasonable.1-3
2a C-LD2. In patients with a PAU that is being managed 
medically, surveillance imaging with a CT is 
reasonable at 1 month after the diagnosis 
and, if stable, every 6 months for 2 years, 
and then at appropriate intervals thereafter 
(depending on patient age and PAU charac-
teristics).1,4
Synopsis
For patients who undergo repair of a PAU, clinical failure 
(defined as endoleak, disease progression, graft occlu-
sion, repeat aortic intervention, or procedure or aortic-
related death) by 1 year after endovascular and open 
repair occur in 8.6% and 8.7%, respectively.1 No long-
term data exist for outcomes after repair of PAU, but 
 aortic-related complication rates after intervention are 
likely similar to those for TAA."
89_4,89,4,"Long-Term Management and Surveillance for 
PAUsRecommendations for Long-Term Management and Surveillance for 
PAUs
COR LOE Recommendations
2a C-LD1. In patients with a PAU who have under-
gone aortic repair, surveillance imaging 
at intervals appropriate for the repair 
approach and location (see Section 6.5.6, 
“Surveillance After Aneurysm Repair”) is 
reasonable.1-3
2a C-LD2. In patients with a PAU that is being managed 
medically, surveillance imaging with a CT is 
reasonable at 1 month after the diagnosis 
and, if stable, every 6 months for 2 years, 
and then at appropriate intervals thereafter 
(depending on patient age and PAU charac-
teristics).1,4
Synopsis
For patients who undergo repair of a PAU, clinical failure 
(defined as endoleak, disease progression, graft occlu-
sion, repeat aortic intervention, or procedure or aortic-
related death) by 1 year after endovascular and open 
repair occur in 8.6% and 8.7%, respectively.1 No long-
term data exist for outcomes after repair of PAU, but 
 aortic-related complication rates after intervention are 
likely similar to those for TAA. For patients with PAUs who are managed nonopera-
tively, the risk of disease progression is significant.1,5,6 
Disease progression occurs more frequently in patients 
presenting with symptomatic versus asymptomatic 
PAUs7 but is >15% for both.7, 8 Among patients with a 
PAU who have progression of disease on surveillance 
imaging, 73% will show continued worsening on subse-
quent imaging, and 46% will have progression to frank 
dissection after a mean of 12 months."
89_5,89,5,"In patients with a PAU who have under-
gone aortic repair, surveillance imaging 
at intervals appropriate for the repair 
approach and location (see Section 6.5.6, 
“Surveillance After Aneurysm Repair”) is 
reasonable.1-3
2a C-LD2. In patients with a PAU that is being managed 
medically, surveillance imaging with a CT is 
reasonable at 1 month after the diagnosis 
and, if stable, every 6 months for 2 years, 
and then at appropriate intervals thereafter 
(depending on patient age and PAU charac-
teristics).1,4
Synopsis
For patients who undergo repair of a PAU, clinical failure 
(defined as endoleak, disease progression, graft occlu-
sion, repeat aortic intervention, or procedure or aortic-
related death) by 1 year after endovascular and open 
repair occur in 8.6% and 8.7%, respectively.1 No long-
term data exist for outcomes after repair of PAU, but 
 aortic-related complication rates after intervention are 
likely similar to those for TAA. For patients with PAUs who are managed nonopera-
tively, the risk of disease progression is significant.1,5,6 
Disease progression occurs more frequently in patients 
presenting with symptomatic versus asymptomatic 
PAUs7 but is >15% for both.7, 8 Among patients with a 
PAU who have progression of disease on surveillance 
imaging, 73% will show continued worsening on subse-
quent imaging, and 46% will have progression to frank 
dissection after a mean of 12 months. After open or endovascular repair of a PAU, there 
is a 9% risk of clinical failure by 12 months postop-
eratively.1 Freedom from cumulative complications 
and interventions is 86% at 12 months, 79% at 
24 months, and 71% at 36 months postopera-
tively.2 After 18 months of follow-up, new PAUs 
are observed in approximately 5% of patients who 
have undergone repair of a different PAU.3
2."
89_6,89,6,"In patients with a PAU that is being managed 
medically, surveillance imaging with a CT is 
reasonable at 1 month after the diagnosis 
and, if stable, every 6 months for 2 years, 
and then at appropriate intervals thereafter 
(depending on patient age and PAU charac-
teristics).1,4
Synopsis
For patients who undergo repair of a PAU, clinical failure 
(defined as endoleak, disease progression, graft occlu-
sion, repeat aortic intervention, or procedure or aortic-
related death) by 1 year after endovascular and open 
repair occur in 8.6% and 8.7%, respectively.1 No long-
term data exist for outcomes after repair of PAU, but 
 aortic-related complication rates after intervention are 
likely similar to those for TAA. For patients with PAUs who are managed nonopera-
tively, the risk of disease progression is significant.1,5,6 
Disease progression occurs more frequently in patients 
presenting with symptomatic versus asymptomatic 
PAUs7 but is >15% for both.7, 8 Among patients with a 
PAU who have progression of disease on surveillance 
imaging, 73% will show continued worsening on subse-
quent imaging, and 46% will have progression to frank 
dissection after a mean of 12 months. After open or endovascular repair of a PAU, there 
is a 9% risk of clinical failure by 12 months postop-
eratively.1 Freedom from cumulative complications 
and interventions is 86% at 12 months, 79% at 
24 months, and 71% at 36 months postopera-
tively.2 After 18 months of follow-up, new PAUs 
are observed in approximately 5% of patients who 
have undergone repair of a different PAU.3
2. In a series of 109 patients with acute PAUs, 28% 
suffered from an aortic-related adverse event by 
30 days of follow-up.4 Based on a systematic 
review of 184 patients with either thoracic or aortic 
PAU, 30% had radiographic evidence of disease 
progression on midterm follow-up.1 For patients"
90_0,90,0,"CLINICAL STATEMENTS  
AND GUIDELINESwith abdominal PAU, 23% have disease progres-
sion on CTA by 8 months of follow-up, although the 
risk is higher in symptomatic (43%) versus asymp-
tomatic (17%) patients.7
8. Counseling and Management of Aortic 
Disease in Pregnancy and PostpartumRecommendations for Counseling and Management of Aortic Disease 
in Pregnancy and Postpartum
COR LOE Recommendations
Prepregnancy
1 C-LD1. In patients with genetic aortopathies attributable 
to syndromic (Marfan syndrome, Loeys-Dietz 
syndrome, vascular Ehlers-Danlos syndrome) 
and nsHTAD and who are contemplating preg-
nancy, genetic counseling before pregnancy to 
discuss the heritable nature of their condition is 
recommended.1-4
1 C-LD2. In patients with syndromic and nsHTAD, Turner 
syndrome, BAV with aortic dilation, and other 
aortopathy conditions, aortic imaging (with 
TTE, MRI or CT, or both as appropriate) before 
pregnancy is recommended to determine aortic 
 diameters.1-3,5-13
1 C-LD3. In patients with syndromic and nsHTAD, 
Turner syndrome, BAV with aortic dilation, and 
other aortopathy conditions, who are contem-
plating pregnancy, counseling about the risks 
of aortic dissection related to pregnancy is 
recommended.2-5,10,12,14
During Pregnancy
2a C-EO4. In patients with aortic aneurysms, or at increased 
risk of aortic dissection, or both, it is recom-
mended that pregnancy be managed by a 
multidisciplinary team including a maternal fetal 
medicine specialist and cardiologist, and, if 
logistically feasible, that delivery be planned in 
a hospital where the capability for emergency 
aortic repair is available. In patients with aortopathies who are preg-
nant, guideline-directed treatment of hyper-
tension is recommended.61517
1 C-EO6."
90_1,90,1,"In patients with syndromic and nsHTAD, 
Turner syndrome, BAV with aortic dilation, and 
other aortopathy conditions, who are contem-
plating pregnancy, counseling about the risks 
of aortic dissection related to pregnancy is 
recommended.2-5,10,12,14
During Pregnancy
2a C-EO4. In patients with aortic aneurysms, or at increased 
risk of aortic dissection, or both, it is recom-
mended that pregnancy be managed by a 
multidisciplinary team including a maternal fetal 
medicine specialist and cardiologist, and, if 
logistically feasible, that delivery be planned in 
a hospital where the capability for emergency 
aortic repair is available. In patients with aortopathies who are preg-
nant, guideline-directed treatment of hyper-
tension is recommended.61517
1 C-EO6. In patients with syndromic and nsHTAD, 
beta-blocker therapy during pregnancy and 
postpartum is recommended, unless contrain-
dicated. In pregnant patients with an aortopathic 
condition or a dilated aortic root or ascend-
ing aorta, surveillance TTE to monitor aortic 
diameters and aortic valve function is recom-
mended each trimester and again several 
weeks postpartum, although imaging may be 
more frequent depending on aortic diameter, 
aortic growth rate, and underlying condi-
tion.7-9,17 ,18
1 C-LD8."
90_2,90,2,"In patients with aortopathies who are preg-
nant, guideline-directed treatment of hyper-
tension is recommended.61517
1 C-EO6. In patients with syndromic and nsHTAD, 
beta-blocker therapy during pregnancy and 
postpartum is recommended, unless contrain-
dicated. In pregnant patients with an aortopathic 
condition or a dilated aortic root or ascend-
ing aorta, surveillance TTE to monitor aortic 
diameters and aortic valve function is recom-
mended each trimester and again several 
weeks postpartum, although imaging may be 
more frequent depending on aortic diameter, 
aortic growth rate, and underlying condi-
tion.7-9,17 ,18
1 C-LD8. In pregnant patients with aortic disease who 
require surveillance imaging of the aortic arch, 
descending, abdominal aorta, or all 3, MRI with-
out gadolinium is recommended over CT to avoid 
radiation exposure to the fetus.19,20Synopsis
Pregnancy leads to hemodynamic and hormonal changes 
and is a risk factor for aortic dissection in women with 
aortopathy.21 Aortic dissection may occur throughout 
pregnancy or several weeks postpartum, with most in the 
third trimester or up to 12 weeks’ postpartum.21 Women 
with aortopathy, including Marfan syndrome,6,7 ,13,14,18,19,22 
Loeys-Dietz syndrome,2,22,23 vascular Ehlers-Danlos syn-
drome,3,24 nsHTAD,25,26 Turner syndrome,12,27 and BAV 
with aneurysm21,28 are at risk of pregnancy-related aortic 
dissection. T ype A aortic dissection in pregnancy associ-
ates with aortic dilation, but type B aortic dissection may 
occur without aortic dilation.6,13,22
Before pregnancy, women with or at risk for aortopa-
thy undergo TTE (and MRI or CT, as appropriate) and 
are counseled about risks of aortic dissection informed 
by specific circumstances."
90_3,90,3,"In pregnant patients with an aortopathic 
condition or a dilated aortic root or ascend-
ing aorta, surveillance TTE to monitor aortic 
diameters and aortic valve function is recom-
mended each trimester and again several 
weeks postpartum, although imaging may be 
more frequent depending on aortic diameter, 
aortic growth rate, and underlying condi-
tion.7-9,17 ,18
1 C-LD8. In pregnant patients with aortic disease who 
require surveillance imaging of the aortic arch, 
descending, abdominal aorta, or all 3, MRI with-
out gadolinium is recommended over CT to avoid 
radiation exposure to the fetus.19,20Synopsis
Pregnancy leads to hemodynamic and hormonal changes 
and is a risk factor for aortic dissection in women with 
aortopathy.21 Aortic dissection may occur throughout 
pregnancy or several weeks postpartum, with most in the 
third trimester or up to 12 weeks’ postpartum.21 Women 
with aortopathy, including Marfan syndrome,6,7 ,13,14,18,19,22 
Loeys-Dietz syndrome,2,22,23 vascular Ehlers-Danlos syn-
drome,3,24 nsHTAD,25,26 Turner syndrome,12,27 and BAV 
with aneurysm21,28 are at risk of pregnancy-related aortic 
dissection. T ype A aortic dissection in pregnancy associ-
ates with aortic dilation, but type B aortic dissection may 
occur without aortic dilation.6,13,22
Before pregnancy, women with or at risk for aortopa-
thy undergo TTE (and MRI or CT, as appropriate) and 
are counseled about risks of aortic dissection informed 
by specific circumstances. Aortic surveillance imaging 
throughout pregnancy and several weeks postpartum is 
performed to monitor aortic size.9
In women at low risk, vaginal delivery is performed with 
efforts to lessen hemodynamic stress and shorten the 
second stage of labor.9,14 Women at increased risk of aor-
tic complications typically undergo cesarean  delivery.9,14
In women with aortopathy, prepregnancy genetic 
counseling, aortic imaging, discussion about aortic dis-
section risk, and shared decision-making are necessary.9
Recommendation-Specific Supportive Text
1."
90_4,90,4,"In pregnant patients with aortic disease who 
require surveillance imaging of the aortic arch, 
descending, abdominal aorta, or all 3, MRI with-
out gadolinium is recommended over CT to avoid 
radiation exposure to the fetus.19,20Synopsis
Pregnancy leads to hemodynamic and hormonal changes 
and is a risk factor for aortic dissection in women with 
aortopathy.21 Aortic dissection may occur throughout 
pregnancy or several weeks postpartum, with most in the 
third trimester or up to 12 weeks’ postpartum.21 Women 
with aortopathy, including Marfan syndrome,6,7 ,13,14,18,19,22 
Loeys-Dietz syndrome,2,22,23 vascular Ehlers-Danlos syn-
drome,3,24 nsHTAD,25,26 Turner syndrome,12,27 and BAV 
with aneurysm21,28 are at risk of pregnancy-related aortic 
dissection. T ype A aortic dissection in pregnancy associ-
ates with aortic dilation, but type B aortic dissection may 
occur without aortic dilation.6,13,22
Before pregnancy, women with or at risk for aortopa-
thy undergo TTE (and MRI or CT, as appropriate) and 
are counseled about risks of aortic dissection informed 
by specific circumstances. Aortic surveillance imaging 
throughout pregnancy and several weeks postpartum is 
performed to monitor aortic size.9
In women at low risk, vaginal delivery is performed with 
efforts to lessen hemodynamic stress and shorten the 
second stage of labor.9,14 Women at increased risk of aor-
tic complications typically undergo cesarean  delivery.9,14
In women with aortopathy, prepregnancy genetic 
counseling, aortic imaging, discussion about aortic dis-
section risk, and shared decision-making are necessary.9
Recommendation-Specific Supportive Text
1. HTAD encompasses conditions in which aortic 
disease has an underlying genetic trigger or famil-
ial occurrence.29,30 Marfan syndrome, Loeys-Dietz 
syndrome, vascular Ehlers-Danlos syndrome, and 
nsHTAD are autosomal dominant conditions with 
an inheritance risk of 50%.9,30 BAV may also be 
familial."
